id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,icao_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
310699,ID-0106,small_airport,"Nanga Ruan Airstrip",0.6283,113.1753,278,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Nanga Ruan",0,,,,,,,WW29,50,2014-01-25T18:26:46+00:00
310705,ID-0109,small_airport,"Nania Airstrip",-4.362913,139.30244,7060,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Nania,0,,,,NIN,,,WW34,50,2022-10-02T15:19:17+00:00
310701,ID-0107,small_airport,"Nenei Airstrip",-1.492,133.9956,2864,AS,Indonesia,ID,"Papua Barat (West Papua)",ID-PB,PB,Nenei,0,,,,NEN,,,WW31,50,2014-01-25T18:54:40+00:00
310703,ID-0108,small_airport,"Nain Baru Airstrip",1.4032,115.3267,1783,AS,Indonesia,ID,"Kalimantan Utara (North Kalimantan)",ID-KU,KU,"Nian Baru",0,,,,,,,WT78,50,2016-01-12T23:53:11+00:00
310838,ID-0110,small_airport,"Nipsan Airstrip",-4.116755,139.647303,6000,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Nipsan,0,,,,NIP,,,WW35,50,2022-10-02T13:22:13+00:00
41382,WATW,small_airport,"Lembata Wonopito Airport",-8.36119,123.43879,25,AS,Indonesia,ID,"Nusa Tenggara Timur (East Nusa Tenggara)",ID-NT,NT,Nubatukan,0,WATW,WATW,LWE,,,https://en.wikipedia.org/wiki/Wonopito_Airport,"Lembata, Lewoleba",50,2024-06-07T17:50:31+00:00
550612,ID-0302,small_airport,"Nusantara Airport (under construction)",-1.158611,116.708054,23,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,Nusantara,0,WALK,WALK,,,,https://en.wikipedia.org/wiki/Nusantara_International_Airport,,50,2024-10-09T12:36:37+00:00
41391,ID-OBD,small_airport,"Obano Airport",-3.9106,136.2306,5800,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Obano,0,WAYO,,OBD,,,,WABR,50,2022-10-17T11:21:13+00:00
41435,WAKO,small_airport,"Okaba Airport",-8.0946,139.7233,23,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,Okaba,0,WAKO,WAKO,OKQ,,,,,50,2022-10-03T15:53:05+00:00
310889,ID-0115,small_airport,"Pagai Airstrip",-3.5362,139.7826,305,AS,Indonesia,ID,Papua,ID-PA,PA,Pagai,0,,,,PAG,,,WW49,50,2022-10-17T11:16:55+00:00
354228,ID-0230,small_airport,"Pagamba Airstrip",-3.64307,136.67854,5690,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Pagamba,0,,,,,,,"Intan Jaya",50,2022-10-01T23:04:35+00:00
347112,ID-0186,small_airport,"Salakanagara Tanjun Lesung Airport",-6.49155,105.66967,20,AS,Indonesia,ID,Banten,ID-BT,BT,Pandeglang,0,WIHI,,,,,,,50,2024-04-10T19:09:52+00:00
310890,ID-0116,small_airport,"Panggema/Hasan Airport",-4.135396,139.377151,4860,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Panggema,0,,,,,,,WW51,50,2022-10-02T00:24:38+00:00
523204,WIBL,small_airport,"Sultan Syarif Haroen Setia Negara Airport",0.499262,101.923391,42,AS,Indonesia,ID,Riau,ID-RI,RI,"Pangkalan Kerinci",0,WIBL,,,,,,Pelalawan,50,2024-03-29T14:02:58+00:00
310892,ID-0117,small_airport,"Papasena Airstrip",-2.915,138.5876,224,AS,Indonesia,ID,Papua,ID-PA,PA,Papasena,0,,,,PAP,,,WW53,50,2014-02-05T01:51:56+00:00
41393,ID-PPJ,small_airport,"Unknown Airport",-0.63333,103.300003,33,AS,Indonesia,ID,Riau,ID-RI,RI,"Paritsialing-Sumatra Island",0,,,,,,,"Pasanggerahan, Kampungbenteng",50,2018-05-03T02:51:43+00:00
523273,WAYQ,small_airport,"Paro Airstrip",-4.388644,138.233939,1685,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Paro,0,WAYQ,,,PAR,,,,50,2024-03-19T18:51:41+00:00
26851,WIPD,small_airport,"Banding Agung Airport",-4.78702,103.932999,2100,AS,Indonesia,ID,"Sumatera Selatan (South Sumatra)",ID-SS,SS,"Pasar Bandingagung",0,WIPD,,,,,https://id.wikipedia.org/wiki/Bandar_Udara_Banding_Agung,,50,2024-05-20T22:14:27+00:00
26831,WIDS,small_airport,"Dabo Airport",-0.479611,104.579498,95,AS,Indonesia,ID,"Kepulauan Riau (Riau Islands)",ID-KR,KR,"Pasirkuning-Singkep Island",0,WIDS,WIDS,SIQ,,,https://en.wikipedia.org/wiki/Dabo_Airport,WIKS,50,2024-08-21T15:47:45+00:00
310898,ID-0118,small_airport,"Pass Valley Airstrip",-3.85876,139.100268,6500,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,"Pass Valley",0,,,,PAV,,,WW56,50,2022-10-02T00:22:27+00:00
354033,ID-0215,small_airport,"Bobkamu Airstrip",-4.463818,140.262414,4685,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,"Pegunungan Bintang Regency",0,,,,,,,,50,2022-10-04T21:55:05+00:00
354034,ID-0216,small_airport,"Weime Airstrip",-4.354141,140.260381,4888,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,"Pegunungan Bintang Regency",0,,,,,,,,50,2022-10-02T17:21:21+00:00
354035,ID-0217,small_airport,"Tumdungbon Airstrip",-5.179406,140.520099,,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,"Pegunungan Bintang Regency",0,,,,,,,Tungdunbon,50,2022-10-02T13:45:55+00:00
41458,ID-0332,closed,"Pelabuhan Ratu Airport",-6.982321,106.540457,65,AS,Indonesia,ID,"Jawa Barat (West Java)",ID-JB,JB,"Pelabuhan Ratu",0,,,,,,,WIIR,50,2025-02-25T14:49:59+00:00
523211,WIBI,small_airport,"Pulai Airport",0.218532,103.163037,21,AS,Indonesia,ID,Riau,ID-RI,RI,Pelangiran,0,WIBI,,,,,,,50,2024-03-19T01:19:40+00:00
41463,ID-0334,closed,"Pematangsiantar Airport",2.949968,99.050009,1361,AS,Indonesia,ID,"Sumatera Utara (North Sumatra)",ID-SU,SU,Pematangsiantar,0,,,,,,,WIMR,50,2025-02-25T14:49:59+00:00
310295,ID-0042,small_airport,"Datah Dian Airstrip",2.006992,115.151588,1800,AS,Indonesia,ID,"Kalimantan Utara (North Kalimantan)",ID-KU,KU,"Pertamina Oil & Gas Corp.",0,WALO,,,DAT,,,,50,2024-03-23T20:17:09+00:00
310900,ID-0119,small_airport,"Piramid Airstrip",-3.901493,138.764276,5630,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Piramid,0,,,,PYR,,,"WW65, Pyramid Airstrip",50,2022-10-02T00:21:11+00:00
310903,ID-0120,small_airport,"Pit River Airstrip",-3.9819,138.5338,7090,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Pit,0,,,,,,,WW66,50,2022-10-02T15:04:43+00:00
310908,ID-0123,small_airport,"Poga Airstrip",-3.801567,138.587449,7352,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Poga,0,,,,PGA,,,WW67,50,2022-10-02T11:38:13+00:00
310905,ID-0122,small_airport,"Polimo Airstrip",-4.219223,139.034607,5550,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Polimo,0,,,,POL,,,WW69,50,2022-10-02T00:20:11+00:00
530406,ID-0293,closed,"Amman Mineral Nusa Tenggara Airport (under construction)",-8.592566,116.793819,,AS,Indonesia,ID,"Nusa Tenggara Barat (West Nusa Tenggara)",ID-NB,NB,Pototano,0,,,,,,,PNW,50,2025-02-21T22:12:31+00:00
310909,ID-0124,small_airport,"Prongkoli Airstrip",-4.188308,139.342232,6385,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Prongkoli,0,,,,PRO,,,WW70,50,2022-10-02T00:25:11+00:00
310887,ID-0114,small_airport,"Pagai Lumber Airstrip",-2.857831,100.214446,141,AS,Indonesia,ID,"Sumatera Barat (West Sumatra)",ID-SB,SB,"Pulau Pagai-Selatan",0,,,,,,,"WW48, Bandara Minas, Lapter Minas",50,2024-10-13T19:26:11+00:00
310979,ID-0126,small_airport,"Puldamat Airstrip",-4.3196,139.8704,5450,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Puldamat,0,,,,PUL,,,WW71,50,2022-10-02T16:37:07+00:00
310844,ID-0113,small_airport,"Onondowa/Rampi Airport",-2.1254,120.2967,3229,AS,Indonesia,ID,"Sulawesi Selatan (South Sulawesi)",ID-SN,SN,Rampi,0,WAFK,,,,,https://en.wikipedia.org/wiki/Rampi_Airport,WW46,50,2024-05-18T16:38:28+00:00
41449,WASC,small_airport,"Abresso Airport",-1.496771,134.175,52,AS,Indonesia,ID,"Papua Barat (West Papua)",ID-PB,PB,"Ransiki-Papua Island",0,WASC,WASC,RSK,,,,,50,2017-05-26T10:30:39+00:00
310981,ID-0127,small_airport,"Rantau Prapat/Padang Halaban Airport",2.3154,99.8277,74,AS,Indonesia,ID,"Sumatera Utara (North Sumatra)",ID-SU,SU,"Rantau Prapat/Padang Halaban",0,,,,,,,WW76,50,2014-02-13T00:41:49+00:00
310985,ID-0128,small_airport,"Riam Sejawak Airstrip",0.9717,111.0994,140,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Riam Sejawak",0,,,,,,,WW79,50,2014-02-14T15:43:27+00:00
310987,ID-0129,small_airport,"Ros Bori Airstrip",-1.6586,136.102,67,AS,Indonesia,ID,Papua,ID-PA,PA,"Ros Bori - Yapen Island",0,,,,ROS,,,"WW82, Japen Island",50,2014-02-14T15:56:36+00:00
41482,WATS,small_airport,"Sabu-Tardanu Airport",-10.4924,121.8482,71,AS,Indonesia,ID,"Nusa Tenggara Timur (East Nusa Tenggara)",ID-NT,NT,"Sabu-Sawu Island",0,WATS,WATS,SAU,,,https://en.wikipedia.org/wiki/Tardamu_Airport,"WRKS, Tardamu, Sawu",50,2020-02-25T12:50:19+00:00
311002,ID-0130,small_airport,"Samboka Airstrip",-4.836839,139.714615,560,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Samboka,0,,,,SAM,,,"WW88, Samboga",50,2022-10-02T12:39:51+00:00
508038,ID-0280,small_airport,"Samenage Airstrip",-4.395446,139.030167,7100,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Samenage,0,,,,,,,,50,2023-04-13T16:46:56+00:00
41445,WAPN,small_airport,"Emalamo Sanana Airport",-2.097833,125.963833,11,AS,Indonesia,ID,"Maluku Utara (North Maluku)",ID-MU,MU,Sanana,0,WAES,,SQN,,,https://en.wikipedia.org/wiki/Emalamo_Airport,,50,2024-05-19T01:05:15+00:00
311283,WRLJ,small_airport,"Tanjung Bara Airport",0.5605,117.64435,48,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,Sangata,0,WALB,,,,,http://id.wikipedia.org/wiki/Bandar_Udara_Tanjung_Bara,,50,2024-04-11T11:48:56+00:00
41483,WRLA,small_airport,"Sanggata/Sangkimah Airport",0.3847,117.543,60,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,Sanggata/Sangkimah,0,WALA,,SGQ,,,http://id.wikipedia.org/wiki/Bandar_Udara_Sangkimah,"WRLA, Pertamina",50,2014-03-02T10:44:35+00:00
41401,ID-0325,closed,"Sangir Airport",-8.36667,118.333359,175,AS,Indonesia,ID,"Nusa Tenggara Barat (West Nusa Tenggara)",ID-NB,NB,Sangir,0,,,,,,,"SAE, ID-SAE",50,2025-02-25T14:49:58+00:00
41488,WRLU,small_airport,"Sangkulirang Airport",1.00089001656,117.996002197,34,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,"Sangkulirang-Borneo Island",0,WRLU,,,,,,,50,2015-02-15T03:41:43+00:00
26764,WALT,small_airport,"Tanjung Santan Airport",-0.0929730013013,117.45300293,121,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,"Santan-Borneo Island",0,WALT,WALT,TSX,,,,WRLT,50,2015-02-15T03:05:33+00:00
32407,WAPI,small_airport,"Saumlaki/Olilit Airport",-7.98861,131.306,218,AS,Indonesia,ID,Maluku,ID-MA,MA,"Saumlaki-Yamdena Island",0,WAPI,WAPI,,,,http://id.wikipedia.org/wiki/Bandar_Udara_Olilit,SXK,50,2022-03-05T22:21:59+00:00
41400,ID-0272,closed,"Sawan Airfield",-8.13278,115.172997,680,AS,Indonesia,ID,Bali,ID-BA,BA,"Sawan, Buleleng",0,,,,,,,RZS,50,2025-02-21T10:07:53+00:00
535830,ID-0299,small_airport,"Tembelina Airstrip",-1.7484,110.47658,,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Semayok Baru",0,,,,,,,,50,2024-07-02T14:47:03+00:00
41408,WAKQ,small_airport,"Senggo Airport",-5.6908,139.3502,52,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,"Senggo-Papua Island",0,WAKQ,WAKQ,ZEG,,,http://id.wikipedia.org/wiki/Bandar_Udara_Senggo,,50,2022-10-03T18:11:53+00:00
41490,WRLY,heliport,"Senipah Heliport",-0.975679,117.147701,38,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,Senipah,0,WALY,,,,,,"WRLY, WW98, SZH",50,2024-04-25T10:16:36+00:00
311141,ID-0134,small_airport,"Seradala Airstrip",-4.9797,139.9035,452,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Seradala,0,,,,,,,WT14,50,2022-10-02T14:57:34+00:00
311142,ID-0135,small_airport,"Serimbu Airstrip",0.741,110.123,244,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,Serimbu,0,,,,SER,,,WT01,50,2014-03-01T03:28:55+00:00
311145,ID-0136,small_airport,Serukam,0.797,109.3317,190,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,Serukam,0,,,,,,,WT02,50,2014-03-01T04:24:48+00:00
41472,WITS,small_airport,"Seumayam Airport",3.75,96.63333129882812,53,AS,Indonesia,ID,Aceh,ID-AC,AC,"Seumayam-Sumatra Island",0,WITS,,,,,,,50,2008-08-22T18:35:29+00:00
311148,ID-0137,small_airport,"Sikari Airstrip",-2.7616,138.3859,217,AS,Indonesia,ID,Papua,ID-PA,PA,Sikari,0,,,,SIK,,,WT04,50,2014-03-01T11:29:46+00:00
311149,ID-0138,small_airport,"Silimo Airstrip",-4.466012,138.943062,5760,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Silimo,0,,,,,,,,50,2022-10-02T00:16:16+00:00
41466,WIOI,small_airport,"Singkawang Airport",1.0756800174713135,109.68800354003906,276,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Sinkawang-Borneo Island",0,WIOI,,,,,,,50,2008-08-22T18:35:16+00:00
311170,ID-0141,small_airport,"Siriwo Airstrip",-3.5388,135.948971,533,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Siriwo,0,,,,SIW,,,WT17,50,2022-10-04T18:06:39+00:00
311172,ID-0142,small_airport,"Soba Airstrip",-4.345427,139.179196,6125,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Soba,0,,,,SOB,,,WT20,50,2022-10-02T00:17:52+00:00
509767,ID-0282,small_airport,"Owitlep Airstrip",-4.314543,139.329624,8020,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Sobaham,0,,,,OWT,,,,50,2023-08-25T19:53:43+00:00
430522,ID-0261,small_airport,"Soya Airstrip",-4.37183,139.91673,6709,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Soya,0,,,,,,,,50,2022-10-17T11:54:38+00:00
430519,ID-0258,small_airport,"Suaka Airstrip",-4.464786,140.099008,5525,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Suaka,0,,,,,,,,50,2022-10-17T11:49:21+00:00
535825,ID-0295,small_airport,"Sungai Nusa Airstrip",-2.09842,112.2532,,AS,Indonesia,ID,"Kalimantan Tengah (Central Kalimantan)",ID-KT,KT,Sukamandan,0,,,,,,,,50,2024-07-02T14:38:28+00:00
525278,WAFS,small_airport,"Sumarorong Airport",-3.150399,119.302277,3033,AS,Indonesia,ID,"Sulawesi Barat (West Sulawesi)",ID-SR,SR,Sumarorong,0,WAFS,,,,,https://id.wikipedia.org/wiki/Bandar_Udara_Sumarorong,,50,2024-08-21T04:19:27+00:00
32389,WART,small_airport,"Trunojoyo Airport",-7.0242,113.89023,10,AS,Indonesia,ID,"Jawa Timur (East Java)",ID-JI,JI,"Sumenep-Madura Island",0,WART,WART,SUP,TRJ,,https://en.wikipedia.org/wiki/Trunojoyo_Airport,WRST,50,2024-05-19T01:05:36+00:00
311210,ID-0143,small_airport,"Sumo Airstrip",-4.750469,139.353338,210,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Sumo,0,,,,,,,WT22,50,2022-10-02T12:22:48+00:00
311215,ID-0145,small_airport,"Sungai Tontang Airstrip",-0.731052,110.376967,145,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Sungai Tontang",0,,,,,,,WT26,50,2022-06-19T20:51:53+00:00
430517,ID-0256,small_airport,"Supleyu Airstrip",-4.43285,140.16682,5610,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Supleyu,0,,,,,,,,50,2022-10-17T11:35:52+00:00
354548,ID-0233,small_airport,"Supugi Airstrip",-4.328303,139.098995,,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Supugi,0,,,,,,,,50,2022-10-02T00:16:50+00:00
311218,ID-0146,closed,"Suswa Airstrip",-0.942,132.298,583,AS,Indonesia,ID,"Papua Barat (West Papua)",ID-PB,PB,Suswa,0,,,,,,,"WT28, SUS",50,2022-08-28T03:59:34+00:00
41429,ID-0329,closed,"Waris Airport",-3.23337,140.985451,1500,AS,Indonesia,ID,Papua,ID-PA,PA,Swach,0,,,,,,,"WAJR, WAJR, WAR",50,2025-02-25T14:49:59+00:00
311221,ID-0147,closed,"Synopi Airstrip",-0.842054,132.926191,1648,AS,Indonesia,ID,"Papua Barat (West Papua)",ID-PB,PB,Synopi,0,,,,,,,WT30,50,2022-08-28T03:58:19+00:00
41464,WIMT,small_airport,"Tebing Tinggi Airport",3.366667,99.116669,69,AS,Indonesia,ID,"Sumatera Utara (North Sumatra)",ID-SU,SU,"Tabbing Tinggi-Sumatra Island",0,,,,,,,WIMT,50,2024-03-18T12:53:52+00:00
311226,ID-0148,small_airport,"Taige Airstrip",-1.3105,133.8517,6248,AS,Indonesia,ID,"Papua Barat (West Papua)",ID-PB,PB,Taige,0,,,,TGE,,,WT32,50,2014-03-10T01:26:40+00:00
311231,ID-0149,small_airport,"Taiyeve Airstrip",-3.2331,138.4458,176,AS,Indonesia,ID,Papua,ID-PA,PA,Taiyeve,0,,,,TAV,,,WT34,50,2014-03-10T23:51:56+00:00
311233,ID-0150,small_airport,"Takar Airstrip",-2.0375,139.113,55,AS,Indonesia,ID,Papua,ID-PA,PA,Takar,0,,,,,,,WT35,50,2014-03-11T00:59:52+00:00
525167,WIDB,small_airport,"Tambelan Airport",0.979922,107.564658,19,AS,Indonesia,ID,"Kepulauan Riau (Riau Islands)",ID-KR,KR,Tambelan,0,WIDB,,TBX,,,https://id.wikipedia.org/wiki/Bandar_Udara_Tambelan,,50,2024-08-21T13:31:16+00:00
41484,WRLH,small_airport,"Tanah Grogot Airport",-1.885541,116.256809,17,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,"Tanah Grogot",0,WRLH,WRLH,TNB,,,,,50,2022-09-19T16:39:26+00:00
26823,WICB,small_airport,"Budiarto Airport",-6.293171,106.57,151,AS,Indonesia,ID,Banten,ID-BT,BT,"Tangerang-Java Island",0,WIRR,,RTO,,,https://id.wikipedia.org/wiki/Bandar_Udara_Budiarto,"WIIA, WICB, Curug",50,2024-06-07T10:30:08+00:00
311235,ID-0151,small_airport,"Tangma Airstrip",-4.25981,139.046631,5860,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Tangma,0,,,,TNG,,,WT37,50,2022-10-02T00:19:36+00:00
430518,ID-0257,small_airport,"Tanime Airstrip",-4.45145,140.13042,5187,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Tanime,0,,,,,,,,50,2022-10-17T11:37:19+00:00
311285,ID-0152,small_airport,"Tanjung Maju Airstrip",-0.7102,110.4991,175,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Tanjung Maju",0,,,,TJM,,,WT40,50,2014-03-15T16:59:18+00:00
41471,WITA,small_airport,"Teuku Cut Ali Airport",3.16904,97.288299,17,AS,Indonesia,ID,Aceh,ID-AC,AC,Tapaktuan,0,WIMT,,TPK,,,http://id.wikipedia.org/wiki/Bandar_Udara_Teuku_Cut_Ali,WITA,50,2024-03-18T13:02:00+00:00
354218,ID-0226,small_airport,"Taria Airstrip",-3.410527,138.895308,348,AS,Indonesia,ID,Papua,ID-PA,PA,Taria,0,,,,,,,"Mamberamo Raya",50,2022-04-29T14:15:48+00:00
311289,ID-0153,small_airport,"Tayayi Airstrip",-3.0447,137.6217,246,AS,Indonesia,ID,Papua,ID-PA,PA,Tayayi,0,,,,TAI,,,WT42,50,2014-03-15T17:45:40+00:00
593377,ID-0317,small_airport,"Jati Papak Airstrip",-8.54091,114.3755,39,AS,Indonesia,ID,"Jawa Timur (East Java)",ID-JI,JI,"Tegaldlimo, Banyuwangi",0,,,,,,,,50,2025-02-21T22:23:06+00:00
347153,ID-0190,small_airport,"Sorake Airport",0.58884,97.71899,125,AS,Indonesia,ID,"Sumatera Utara (North Sumatra)",ID-SU,SU,"Teluk Dalam",0,,,,,,,,50,2021-08-20T17:45:17+00:00
310539,WAOT,small_airport,"Teluk Kepayang Airport",-3.4203,115.6867,103,AS,Indonesia,ID,"Kalimantan Selatan (South Kalimantan)",ID-KS,KS,"Teluk Kepayang",0,WAOT,,,,,,"WRBT, Valgoson",50,2014-01-04T14:31:08+00:00
523191,ID-0285,small_airport,"Tempuling Airport",-0.427165,102.996126,23,AS,Indonesia,ID,Riau,ID-RI,RI,Tempuling,0,,,,TBH,,https://en.wikipedia.org/wiki/Tempuling_Airport,,50,2024-03-18T21:03:20+00:00
41439,ID-0331,closed,"Tentena Airport",-2,120.76667,1900,AS,Indonesia,ID,"Sulawesi Tengah (Central Sulawesi)",ID-ST,ST,Tentena,0,,,,,,,"WAMC, WAMC",50,2025-02-25T14:49:59+00:00
32424,WAPT,small_airport,"Taliabu Island Airport",-1.6426299810409546,124.55899810791016,9,AS,Indonesia,ID,"Maluku Utara (North Maluku)",ID-MU,MU,"Tikong-Taliabu Island",0,WAPT,WAPT,TAX,,,,,50,2008-08-22T18:34:21+00:00
311297,ID-0155,small_airport,"Timepa Airstrip",-4.0047,135.7872,4940,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Timepa,0,,,,TIP,,,WT48,50,2022-10-02T20:36:39+00:00
30846,WARC,small_airport,"Ngloram Airport",-7.19484166667,111.548166667,131,AS,Indonesia,ID,"Jawa Tengah (Central Java)",ID-JT,JT,"Tjepu-Java Island",0,WARC,WARC,CPF,,,https://en.wikipedia.org/wiki/Ngloram_Airport,"Cepu, WRSC",50,2015-06-26T19:52:31+00:00
41440,WAMI,small_airport,"Sultan Bantilan Airport",1.123428,120.793658,17,AS,Indonesia,ID,"Sulawesi Tengah (Central Sulawesi)",ID-ST,ST,"Toli Toli-Celebes Island",0,WAFL,,TLI,,,https://en.wikipedia.org/wiki/Sultan_Bantilan_Airport,"Toli Toli Airport, Lalos Airport",50,2024-04-10T15:15:48+00:00
430526,ID-0265,small_airport,"Trison Airstrip",-4.26309,139.68456,7920,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Trison,0,,,,,,,,50,2022-10-17T12:01:24+00:00
311558,ID-0156,small_airport,"Turmo Airstrip",-3.273581,137.558,286,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Turmo,0,,,,TUR,,,"WT51,",50,2022-10-04T20:17:22+00:00
41431,ID-0330,closed,"Ubrub Airport",-3.675686,140.885067,1370,AS,Indonesia,ID,Papua,ID-PA,PA,Ubrub,0,,,,,,,"WAJU, WAJU, UBR",50,2025-02-25T14:49:59+00:00
354550,ID-0234,closed,"Unggulpalek Airstrip",-4.351211,139.158046,,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Unggulpalek,0,,,,,,,,50,2022-10-02T00:17:34+00:00
311561,ID-0157,small_airport,"Waff Airstrip",-2.3307,138.7489,255,AS,Indonesia,ID,Papua,ID-PA,PA,Waff,0,,,,,,,WT55,50,2022-10-17T11:17:23+00:00
41416,WABG,small_airport,"Deiyai / Waghete Baru Airport",-4.05916,136.281715,1779,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Wagethe,0,WABA,,WET,,,https://id.wikipedia.org/wiki/Bandar_Udara_Waghete,,50,2024-04-10T13:40:00+00:00
508040,ID-0281,small_airport,"Wakbisik Airstrip",-4.349896,139.211615,7390,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Wakbisek,0,,,,,,,,50,2023-04-13T18:07:42+00:00
311564,ID-0158,small_airport,"Walerek Airstrip",-3.993361,139.491977,2420,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Walerek,0,,,,WEL,,,WT58,50,2022-10-02T00:24:11+00:00
354217,ID-0225,small_airport,"Walibaru Airstrip",-5.39973,140.198652,154,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,Walibaru,0,,,,,,,"Biwange I, Boven Digoel",50,2022-10-03T17:49:19+00:00
311630,ID-0159,small_airport,"Walma Airstrip",-4.217782,139.393555,6400,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Walma,0,,,,WAL,,,,50,2022-10-02T00:25:45+00:00
43978,ID-AHI,small_airport,"Mina Wanam Airport",-7.540726,139.110916,22,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,Wanam,0,,,,,,,WT82,50,2022-10-03T15:38:03+00:00
311632,ID-0160,small_airport,"Wandama Airstrip",-4.5472,138.55225,761,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Wandama,0,,,,,,,WT61,50,2022-10-02T00:14:32+00:00
523276,WAYU,small_airport,"Wangbe Airstrip",-3.868616,137.468316,7645,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Wangbe,0,WAYU,,,WBG,,,,50,2024-03-19T20:52:44+00:00
311634,ID-0161,small_airport,"Wanggemalu Airstrip",-5.4974,139.9783,219,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,Wanggemalu,0,,,,WNG,,,WT62,50,2022-10-03T17:53:57+00:00
